08/03/11 20:47:53   03:47:53:311     ==> DLL started
08/03/11 22:31:19   05:31:19:530     data len=4 [0 25]
08/03/11 22:31:19   05:31:19:530    GetResults=0
08/03/11 22:31:19   05:31:19:530    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x13 ACKS P]
08/03/11 22:31:19   05:31:19:592     GetResults.prx[00 90 00 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:19   05:31:19:592     data len=3 [0 0]
08/03/11 22:31:19   05:31:19:592    GetResults=0
08/03/11 22:31:19   05:31:19:592    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:19   05:31:19:655     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:19   05:31:19:655     data len=3 [0 2]
08/03/11 22:31:19   05:31:19:655    GetResults=0
08/03/11 22:31:19   05:31:19:655    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x15 ACKS P]
08/03/11 22:31:19   05:31:19:717     GetResults.prx[00 90 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:19   05:31:19:717     data len=3 [0 0]
08/03/11 22:31:19   05:31:19:717    GetResults=0
08/03/11 22:31:19   05:31:19:717    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:19   05:31:19:780     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:19   05:31:19:780     data len=5 [0 246]
08/03/11 22:31:19   05:31:19:780    GetResults=0
08/03/11 22:31:19   05:31:19:780    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x17 ACKS P]
08/03/11 22:31:19   05:31:19:842     GetResults.prx[00 90 00 17 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:19   05:31:19:842     data len=3 [0 0]
08/03/11 22:31:19   05:31:19:842    GetResults=0
08/03/11 22:31:19   05:31:19:842    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:19   05:31:19:905     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:19   05:31:19:905     data len=4 [0 60]
08/03/11 22:31:19   05:31:19:905    GetResults=0
08/03/11 22:31:19   05:31:19:905    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x19 ACKS P]
08/03/11 22:31:19   05:31:19:936     GetResults.prx[00 90 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:19   05:31:19:936     data len=3 [0 0]
08/03/11 22:31:19   05:31:19:936    GetResults=0
08/03/11 22:31:19   05:31:19:936    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:19   05:31:19:999     GetResults.prx[00 91 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:19   05:31:19:999     data len=4 [0 25]
08/03/11 22:31:19   05:31:19:999    GetResults=0
08/03/11 22:31:19   05:31:19:999    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1B ACKS P]

08/03/11 22:31:20   05:31:20:061     GetResults.prx[00 90 00 1b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:061     data len=3 [0 0]
08/03/11 22:31:20   05:31:20:061    GetResults=0
08/03/11 22:31:20   05:31:20:061    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:20   05:31:20:124     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:124     data len=3 [0 2]
08/03/11 22:31:20   05:31:20:124    GetResults=0
08/03/11 22:31:20   05:31:20:155    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1D ACKS P]
08/03/11 22:31:20   05:31:20:217     GetResults.prx[00 90 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:217     data len=3 [0 0]
08/03/11 22:31:20   05:31:20:217    GetResults=0
08/03/11 22:31:20   05:31:20:217    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:20   05:31:20:280     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:280     data len=5 [0 246]
08/03/11 22:31:20   05:31:20:280    GetResults=0
08/03/11 22:31:20   05:31:20:280    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1F ACKS P]
08/03/11 22:31:20   05:31:20:342     GetResults.prx[00 90 00 1f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:342     data len=3 [0 0]
08/03/11 22:31:20   05:31:20:342    GetResults=0
08/03/11 22:31:20   05:31:20:342    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:20   05:31:20:405     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:405     data len=4 [0 60]
08/03/11 22:31:20   05:31:20:405    GetResults=0
08/03/11 22:31:20   05:31:20:624    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x01 ACKS P]
08/03/11 22:31:20   05:31:20:655     GetResults.prx[00 90 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:655     data len=3 [0 0]
08/03/11 22:31:20   05:31:20:655    GetResults=0
08/03/11 22:31:20   05:31:20:655    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:20   05:31:20:717     GetResults.prx[00 91 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:717     data len=4 [0 26]
08/03/11 22:31:20   05:31:20:717    GetResults=0
08/03/11 22:31:20   05:31:20:733    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x03 ACKS P]
08/03/11 22:31:20   05:31:20:780     GetResults.prx[00 90 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:780     data len=3 [0 0]
08/03/11 22:31:20   05:31:20:780    GetResults=0
08/03/11 22:31:20   05:31:20:780    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:20   05:31:20:842     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:842     data len=3 [0 2]
08/03/11 22:31:20   05:31:20:842    GetResults=0
08/03/11 22:31:20   05:31:20:842    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x05 ACKS P]
08/03/11 22:31:20   05:31:20:905     GetResults.prx[00 90 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:905     data len=3 [0 0]
08/03/11 22:31:20   05:31:20:905    GetResults=0
08/03/11 22:31:20   05:31:20:905    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:20   05:31:20:967     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:20   05:31:20:967     data len=5 [0 246]
08/03/11 22:31:20   05:31:20:967    GetResults=0
08/03/11 22:31:20   05:31:20:967    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x07 ACKS P]
08/03/11 22:31:21   05:31:21:030     GetResults.prx[00 90 00 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:030     data len=3 [0 0]
08/03/11 22:31:21   05:31:21:030    GetResults=0
08/03/11 22:31:21   05:31:21:030    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:21   05:31:21:092     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:092     data len=4 [0 60]
08/03/11 22:31:21   05:31:21:092    GetResults=0
08/03/11 22:31:21   05:31:21:092    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x09 ACKS P]
08/03/11 22:31:21   05:31:21:155     GetResults.prx[00 90 00 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:155     data len=3 [0 0]
08/03/11 22:31:21   05:31:21:155    GetResults=0
08/03/11 22:31:21   05:31:21:155    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:21   05:31:21:202     GetResults.prx[00 91 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:202     data len=4 [0 26]
08/03/11 22:31:21   05:31:21:202    GetResults=0
08/03/11 22:31:21   05:31:21:202    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0B ACKS P]
08/03/11 22:31:21   05:31:21:264     GetResults.prx[00 90 00 0b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:264     data len=3 [0 0]
08/03/11 22:31:21   05:31:21:264    GetResults=0
08/03/11 22:31:21   05:31:21:280    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:21   05:31:21:327     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:327     data len=3 [0 2]
08/03/11 22:31:21   05:31:21:327    GetResults=0
08/03/11 22:31:21   05:31:21:327    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0D ACKS P]
08/03/11 22:31:21   05:31:21:389     GetResults.prx[00 90 00 0d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:389     data len=3 [0 0]
08/03/11 22:31:21   05:31:21:389    GetResults=0
08/03/11 22:31:21   05:31:21:389    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:21   05:31:21:452     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:452     data len=5 [0 246]
08/03/11 22:31:21   05:31:21:452    GetResults=0
08/03/11 22:31:21   05:31:21:467    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0F ACKS P]
08/03/11 22:31:21   05:31:21:514     GetResults.prx[00 90 00 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:514     data len=3 [0 0]
08/03/11 22:31:21   05:31:21:514    GetResults=0
08/03/11 22:31:21   05:31:21:514    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:21   05:31:21:577     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:577     data len=4 [0 60]
08/03/11 22:31:21   05:31:21:577    GetResults=0
08/03/11 22:31:21   05:31:21:592    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x11 ACKS P]
08/03/11 22:31:21   05:31:21:639     GetResults.prx[00 90 00 11 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:639     data len=3 [0 0]
08/03/11 22:31:21   05:31:21:639    GetResults=0
08/03/11 22:31:21   05:31:21:639    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:21   05:31:21:702     GetResults.prx[00 91 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:702     data len=4 [0 25]
08/03/11 22:31:21   05:31:21:702    GetResults=0
08/03/11 22:31:21   05:31:21:717    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x13 ACKS P]
08/03/11 22:31:21   05:31:21:764     GetResults.prx[00 90 00 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:764     data len=3 [0 0]
08/03/11 22:31:21   05:31:21:764    GetResults=0
08/03/11 22:31:21   05:31:21:764    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:21   05:31:21:827     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]

08/03/11 22:31:21   05:31:21:827     data len=3 [0 2]
08/03/11 22:31:21   05:31:21:827    GetResults=0
08/03/11 22:31:21   05:31:21:842    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x15 ACKS P]
08/03/11 22:31:21   05:31:21:889     GetResults.prx[00 90 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:889     data len=3 [0 0]
08/03/11 22:31:21   05:31:21:889    GetResults=0
08/03/11 22:31:21   05:31:21:905    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:21   05:31:21:952     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:21   05:31:21:952     data len=5 [0 246]
08/03/11 22:31:21   05:31:21:952    GetResults=0
08/03/11 22:31:21   05:31:21:999    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x17 ACKS P]
08/03/11 22:31:22   05:31:22:046     GetResults.prx[00 90 00 17 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:046     data len=3 [0 0]
08/03/11 22:31:22   05:31:22:046    GetResults=0
08/03/11 22:31:22   05:31:22:061    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:22   05:31:22:108     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:108     data len=4 [0 60]
08/03/11 22:31:22   05:31:22:108    GetResults=0
08/03/11 22:31:22   05:31:22:124    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x19 ACKS P]
08/03/11 22:31:22   05:31:22:171     GetResults.prx[00 90 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:171     data len=3 [0 0]
08/03/11 22:31:22   05:31:22:171    GetResults=0
08/03/11 22:31:22   05:31:22:186    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:22   05:31:22:233     GetResults.prx[00 91 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:233     data len=4 [0 25]
08/03/11 22:31:22   05:31:22:233    GetResults=0
08/03/11 22:31:22   05:31:22:249    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1B ACKS P]
08/03/11 22:31:22   05:31:22:296     GetResults.prx[00 90 00 1b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:296     data len=3 [0 0]
08/03/11 22:31:22   05:31:22:296    GetResults=0
08/03/11 22:31:22   05:31:22:311    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:22   05:31:22:358     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:358     data len=3 [0 2]
08/03/11 22:31:22   05:31:22:358    GetResults=0
08/03/11 22:31:22   05:31:22:374    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1D ACKS P]
08/03/11 22:31:22   05:31:22:421     GetResults.prx[00 90 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:421     data len=3 [0 0]
08/03/11 22:31:22   05:31:22:421    GetResults=0
08/03/11 22:31:22   05:31:22:436    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:22   05:31:22:483     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:483     data len=5 [0 246]
08/03/11 22:31:22   05:31:22:483    GetResults=0
08/03/11 22:31:22   05:31:22:499    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1F ACKS P]
08/03/11 22:31:22   05:31:22:546     GetResults.prx[00 90 00 1f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:546     data len=3 [0 0]
08/03/11 22:31:22   05:31:22:546    GetResults=0
08/03/11 22:31:22   05:31:22:561    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:22   05:31:22:608     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:608     data len=4 [0 60]
08/03/11 22:31:22   05:31:22:608    GetResults=0
08/03/11 22:31:22   05:31:22:811    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x01 ACKS P]
08/03/11 22:31:22   05:31:22:858     GetResults.prx[00 90 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:858     data len=3 [0 0]
08/03/11 22:31:22   05:31:22:858    GetResults=0
08/03/11 22:31:22   05:31:22:874    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:22   05:31:22:921     GetResults.prx[00 91 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:921     data len=4 [0 26]
08/03/11 22:31:22   05:31:22:921    GetResults=0
08/03/11 22:31:22   05:31:22:936    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x03 ACKS P]
08/03/11 22:31:22   05:31:22:983     GetResults.prx[00 90 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:22   05:31:22:983     data len=3 [0 0]
08/03/11 22:31:22   05:31:22:983    GetResults=0
08/03/11 22:31:22   05:31:22:999    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:23   05:31:23:046     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:046     data len=3 [0 2]
08/03/11 22:31:23   05:31:23:046    GetResults=0
08/03/11 22:31:23   05:31:23:061    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x05 ACKS P]
08/03/11 22:31:23   05:31:23:108     GetResults.prx[00 90 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:108     data len=3 [0 0]
08/03/11 22:31:23   05:31:23:108    GetResults=0
08/03/11 22:31:23   05:31:23:124    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:23   05:31:23:171     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:171     data len=5 [0 246]
08/03/11 22:31:23   05:31:23:171    GetResults=0
08/03/11 22:31:23   05:31:23:186    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x07 ACKS P]
08/03/11 22:31:23   05:31:23:233     GetResults.prx[00 90 00 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:233     data len=3 [0 0]
08/03/11 22:31:23   05:31:23:233    GetResults=0
08/03/11 22:31:23   05:31:23:249    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:23   05:31:23:296     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:296     data len=4 [0 60]
08/03/11 22:31:23   05:31:23:296    GetResults=0
08/03/11 22:31:23   05:31:23:311    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x09 ACKS P]
08/03/11 22:31:23   05:31:23:358     GetResults.prx[00 90 00 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:358     data len=3 [0 0]
08/03/11 22:31:23   05:31:23:358    GetResults=0
08/03/11 22:31:23   05:31:23:374    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:23   05:31:23:421     GetResults.prx[00 91 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:421     data len=4 [0 26]
08/03/11 22:31:23   05:31:23:421    GetResults=0
08/03/11 22:31:23   05:31:23:436    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0B ACKS P]
08/03/11 22:31:23   05:31:23:483     GetResults.prx[00 90 00 0b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:483     data len=3 [0 0]
08/03/11 22:31:23   05:31:23:483    GetResults=0
08/03/11 22:31:23   05:31:23:499    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:23   05:31:23:546     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:546     data len=3 [0 2]
08/03/11 22:31:23   05:31:23:546    GetResults=0
08/03/11 22:31:23   05:31:23:561    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0D ACKS P]
08/03/11 22:31:23   05:31:23:608     GetResults.prx[00 90 00 0d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:608     data len=3 [0 0]
08/03/11 22:31:23   05:31:23:608    GetResults=0

08/03/11 22:31:23   05:31:23:624    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:23   05:31:23:671     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:23   05:31:23:671     data len=5 [0 246]
08/03/11 22:31:23   05:31:23:671    GetResults=0
08/03/11 22:31:23   05:31:23:717    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0F ACKS P]
08/03/11 22:31:23   05:31:23:764     GetResults.prx[00 90 00 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
